po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty
PO12257,SUP-003,Supplier C,BR-2208,2025-05-17,2025-05-25,253,238,8,15
PO12258,SUP-003,Supplier C,ZX-9910,2026-02-16,2026-02-23,303,295,7,8
PO12259,SUP-003,Supplier C,ZX-9910,2025-04-15,2025-04-20,54,44,5,10
PO12260,SUP-002,Supplier B,ZX-9910,2025-05-08,2025-05-18,357,345,10,12
PO12261,SUP-002,Supplier B,ZX-9910,2024-03-13,2024-03-22,230,216,9,14
PO12262,SUP-003,Supplier C,ZX-9910,2025-07-05,2025-07-15,297,291,10,6
PO12263,SUP-002,Supplier B,BR-2208,2025-08-18,2025-08-26,304,290,8,14
PO12264,SUP-001,Supplier A,ZX-9910,2025-08-10,2025-08-14,390,385,4,5
PO12265,SUP-001,Supplier A,CL-7781,2025-09-23,2025-09-24,60,35,1,25
PO12266,SUP-002,Supplier B,CL-7781,2024-06-18,2024-06-23,200,172,5,28
PO12267,SUP-001,Supplier A,CL-7781,2024-09-17,2024-09-22,286,260,5,26
PO12268,SUP-002,Supplier B,MN-5544,2025-01-18,2025-01-25,200,185,7,15
PO12269,SUP-001,Supplier A,ZX-9910,2025-11-26,2025-11-30,153,138,4,15
PO12270,SUP-001,Supplier A,ZX-9910,2024-08-25,2024-08-30,349,338,5,11
PO12271,SUP-003,Supplier C,CL-7781,2024-03-02,2024-03-12,305,273,10,32
PO12272,SUP-003,Supplier C,AX-4312,2024-09-07,2024-09-16,61,57,9,4
PO12273,SUP-002,Supplier B,CL-7781,2025-07-09,2025-07-15,293,266,6,27
PO12274,SUP-003,Supplier C,BR-2208,2025-06-04,2025-06-12,148,144,8,4
PO12275,SUP-002,Supplier B,MN-5544,2025-10-10,2025-10-12,275,263,2,12
PO12276,SUP-002,Supplier B,CL-7781,2025-09-10,2025-09-17,155,142,7,13
PO12277,SUP-002,Supplier B,BR-2208,2024-03-29,2024-04-09,91,54,11,37
PO12278,SUP-003,Supplier C,AX-4312,2024-10-27,2024-10-31,230,198,4,32
PO12279,SUP-003,Supplier C,AX-4312,2024-09-27,2024-10-04,105,98,7,7
PO12280,SUP-001,Supplier A,MN-5544,2024-05-18,2024-05-23,305,296,5,9
PO12281,SUP-001,Supplier A,ZX-9910,2025-07-22,2025-08-02,192,155,11,37
PO12282,SUP-002,Supplier B,AX-4312,2024-06-11,2024-06-16,270,252,5,18
PO12283,SUP-001,Supplier A,ZX-9910,2025-07-11,2025-07-17,356,347,6,9
PO12284,SUP-001,Supplier A,CL-7781,2024-06-01,2024-06-07,53,23,6,30
PO12285,SUP-001,Supplier A,CL-7781,2024-10-05,2024-10-07,385,346,2,39
PO12286,SUP-001,Supplier A,BR-2208,2024-05-31,2024-06-04,330,308,4,22
PO12287,SUP-001,Supplier A,CL-7781,2024-05-14,2024-05-16,150,148,2,2
PO12288,SUP-003,Supplier C,BR-2208,2025-09-11,2025-09-20,110,93,9,17
PO12289,SUP-002,Supplier B,BR-2208,2025-04-13,2025-04-24,112,79,11,33
PO12290,SUP-002,Supplier B,CL-7781,2025-11-03,2025-11-12,309,281,9,28
PO12291,SUP-001,Supplier A,MN-5544,2024-07-29,2024-08-07,304,290,9,14
PO12292,SUP-003,Supplier C,MN-5544,2024-03-18,2024-03-28,385,374,10,11
PO12293,SUP-002,Supplier B,AX-4312,2025-06-11,2025-06-15,118,85,4,33
PO12294,SUP-001,Supplier A,ZX-9910,2024-04-09,2024-04-19,50,12,10,38
PO12295,SUP-003,Supplier C,MN-5544,2025-07-18,2025-07-28,322,296,10,26
PO12296,SUP-002,Supplier B,AX-4312,2024-08-10,2024-08-18,223,185,8,38
PO12297,SUP-002,Supplier B,ZX-9910,2024-06-02,2024-06-12,98,61,10,37
PO12298,SUP-001,Supplier A,MN-5544,2025-10-12,2025-10-19,199,196,7,3
PO12299,SUP-001,Supplier A,BR-2208,2026-01-03,2026-01-04,108,100,1,8
PO12300,SUP-002,Supplier B,BR-2208,2025-04-23,2025-04-27,248,226,4,22
PO12301,SUP-003,Supplier C,AX-4312,2024-09-12,2024-09-14,98,75,2,23
PO12302,SUP-002,Supplier B,BR-2208,2024-08-30,2024-09-07,296,266,8,30
PO12303,SUP-001,Supplier A,AX-4312,2025-03-23,2025-03-31,97,64,8,33
PO12304,SUP-002,Supplier B,ZX-9910,2025-02-24,2025-03-03,265,240,7,25
PO12305,SUP-002,Supplier B,ZX-9910,2024-07-15,2024-07-24,76,73,9,3
PO12306,SUP-003,Supplier C,CL-7781,2024-09-29,2024-10-03,244,223,4,21
PO12307,SUP-002,Supplier B,MN-5544,2024-06-16,2024-06-17,391,380,1,11
PO12308,SUP-003,Supplier C,AX-4312,2024-12-29,2025-01-05,361,358,7,3
PO12309,SUP-002,Supplier B,CL-7781,2025-04-07,2025-04-17,392,373,10,19
PO12310,SUP-003,Supplier C,CL-7781,2025-02-23,2025-03-02,205,190,7,15
PO12311,SUP-003,Supplier C,AX-4312,2025-01-18,2025-01-23,194,158,5,36
PO12312,SUP-002,Supplier B,MN-5544,2025-08-09,2025-08-12,94,77,3,17
PO12313,SUP-003,Supplier C,AX-4312,2024-10-28,2024-11-01,357,339,4,18
PO12314,SUP-003,Supplier C,CL-7781,2026-02-22,2026-03-01,298,295,7,3
PO12315,SUP-001,Supplier A,MN-5544,2024-05-01,2024-05-12,83,82,11,1
PO12316,SUP-003,Supplier C,MN-5544,2025-12-29,2026-01-03,104,95,5,9
PO12317,SUP-002,Supplier B,ZX-9910,2025-10-25,2025-11-04,346,334,10,12
PO12318,SUP-003,Supplier C,MN-5544,2024-10-23,2024-10-30,59,22,7,37
PO12319,SUP-003,Supplier C,BR-2208,2025-05-04,2025-05-15,177,157,11,20
PO12320,SUP-002,Supplier B,AX-4312,2025-11-09,2025-11-17,242,215,8,27
PO12321,SUP-003,Supplier C,MN-5544,2024-09-27,2024-09-28,280,267,1,13
PO12322,SUP-002,Supplier B,ZX-9910,2025-11-17,2025-11-22,79,59,5,20
PO12323,SUP-003,Supplier C,MN-5544,2025-01-01,2025-01-02,314,298,1,16
PO12324,SUP-003,Supplier C,MN-5544,2024-06-04,2024-06-09,107,77,5,30
PO12325,SUP-003,Supplier C,ZX-9910,2025-04-30,2025-05-04,345,308,4,37
PO12326,SUP-002,Supplier B,AX-4312,2024-04-03,2024-04-14,112,94,11,18
PO12327,SUP-002,Supplier B,AX-4312,2025-01-18,2025-01-22,355,323,4,32
PO12328,SUP-001,Supplier A,AX-4312,2024-07-07,2024-07-15,146,118,8,28
PO12329,SUP-001,Supplier A,MN-5544,2024-10-11,2024-10-22,341,332,11,9
PO12330,SUP-002,Supplier B,BR-2208,2024-11-08,2024-11-14,362,362,6,0
PO12331,SUP-002,Supplier B,BR-2208,2025-07-20,2025-07-27,268,248,7,20
PO12332,SUP-001,Supplier A,CL-7781,2025-08-21,2025-08-29,287,265,8,22
PO12333,SUP-001,Supplier A,BR-2208,2025-09-02,2025-09-06,231,207,4,24
PO12334,SUP-002,Supplier B,ZX-9910,2025-10-08,2025-10-13,169,149,5,20
PO12335,SUP-002,Supplier B,MN-5544,2024-10-02,2024-10-04,247,219,2,28
PO12336,SUP-003,Supplier C,ZX-9910,2024-08-05,2024-08-08,242,240,3,2
PO12337,SUP-001,Supplier A,CL-7781,2025-08-22,2025-09-01,326,292,10,34
PO12338,SUP-002,Supplier B,CL-7781,2024-08-01,2024-08-10,89,87,9,2
PO12339,SUP-002,Supplier B,ZX-9910,2024-06-03,2024-06-12,176,139,9,37
PO12340,SUP-003,Supplier C,BR-2208,2025-10-28,2025-11-04,221,188,7,33
PO12341,SUP-003,Supplier C,BR-2208,2024-07-29,2024-08-03,233,211,5,22
PO12342,SUP-002,Supplier B,ZX-9910,2025-01-16,2025-01-22,136,128,6,8
PO12343,SUP-003,Supplier C,ZX-9910,2024-03-13,2024-03-14,371,353,1,18
PO12344,SUP-001,Supplier A,AX-4312,2025-08-12,2025-08-15,167,148,3,19
PO12345,SUP-001,Supplier A,BR-2208,2024-06-04,2024-06-13,66,40,9,26
PO12346,SUP-002,Supplier B,BR-2208,2025-04-10,2025-04-12,112,77,2,35
PO12347,SUP-001,Supplier A,CL-7781,2025-04-16,2025-04-19,66,62,3,4
PO12348,SUP-002,Supplier B,ZX-9910,2024-10-23,2024-10-30,295,289,7,6
PO12349,SUP-001,Supplier A,AX-4312,2025-02-21,2025-02-22,88,53,1,35
PO12350,SUP-002,Supplier B,CL-7781,2024-07-17,2024-07-25,246,217,8,29
PO12351,SUP-001,Supplier A,CL-7781,2024-11-02,2024-11-06,265,237,4,28
PO12352,SUP-003,Supplier C,CL-7781,2024-05-19,2024-05-28,245,222,9,23
PO12353,SUP-003,Supplier C,MN-5544,2025-02-12,2025-02-17,195,177,5,18
PO12354,SUP-002,Supplier B,CL-7781,2024-08-25,2024-08-27,66,37,2,29
PO12355,SUP-003,Supplier C,ZX-9910,2025-03-31,2025-04-08,252,218,8,34
PO12356,SUP-002,Supplier B,CL-7781,2024-10-24,2024-10-31,258,258,7,0
PO12357,SUP-002,Supplier B,MN-5544,2025-07-02,2025-07-11,320,293,9,27
PO12358,SUP-003,Supplier C,MN-5544,2024-11-25,2024-12-03,237,203,8,34
PO12359,SUP-003,Supplier C,AX-4312,2025-01-21,2025-01-27,332,314,6,18
PO12360,SUP-001,Supplier A,BR-2208,2024-11-08,2024-11-12,370,350,4,20
PO12361,SUP-001,Supplier A,CL-7781,2026-01-14,2026-01-15,158,158,1,0
PO12362,SUP-001,Supplier A,BR-2208,2024-12-22,2025-01-01,96,65,10,31
PO12363,SUP-002,Supplier B,BR-2208,2025-01-08,2025-01-15,391,374,7,17
PO12364,SUP-003,Supplier C,MN-5544,2024-09-24,2024-10-05,269,252,11,17
PO12365,SUP-002,Supplier B,ZX-9910,2026-01-24,2026-02-04,216,188,11,28
PO12366,SUP-002,Supplier B,AX-4312,2025-06-30,2025-07-02,121,91,2,30
PO12367,SUP-002,Supplier B,MN-5544,2026-02-08,2026-02-10,376,341,2,35
PO12368,SUP-002,Supplier B,MN-5544,2025-01-04,2025-01-06,87,79,2,8
PO12369,SUP-002,Supplier B,ZX-9910,2025-06-24,2025-07-05,250,243,11,7
PO12370,SUP-001,Supplier A,MN-5544,2025-05-06,2025-05-09,84,67,3,17
PO12371,SUP-001,Supplier A,BR-2208,2025-08-24,2025-08-29,269,240,5,29
PO12372,SUP-003,Supplier C,MN-5544,2025-07-29,2025-08-02,216,197,4,19
PO12373,SUP-002,Supplier B,MN-5544,2024-06-17,2024-06-26,253,252,9,1
PO12374,SUP-003,Supplier C,MN-5544,2024-12-08,2024-12-19,255,234,11,21
PO12375,SUP-001,Supplier A,CL-7781,2025-07-01,2025-07-08,353,334,7,19
PO12376,SUP-003,Supplier C,MN-5544,2024-05-30,2024-06-05,360,357,6,3
PO12377,SUP-001,Supplier A,ZX-9910,2025-12-12,2025-12-20,266,266,8,0
PO12378,SUP-003,Supplier C,CL-7781,2025-04-25,2025-05-02,234,204,7,30
PO12379,SUP-001,Supplier A,ZX-9910,2025-10-05,2025-10-15,182,145,10,37
PO12380,SUP-002,Supplier B,AX-4312,2024-06-02,2024-06-09,195,194,7,1
PO12381,SUP-001,Supplier A,ZX-9910,2025-01-04,2025-01-14,157,141,10,16
PO12382,SUP-002,Supplier B,ZX-9910,2024-07-10,2024-07-14,376,346,4,30
PO12383,SUP-003,Supplier C,ZX-9910,2025-11-29,2025-12-02,301,263,3,38
PO12384,SUP-003,Supplier C,ZX-9910,2025-11-29,2025-12-06,211,206,7,5
PO12385,SUP-002,Supplier B,ZX-9910,2024-04-20,2024-04-22,94,61,2,33
PO12386,SUP-001,Supplier A,AX-4312,2025-05-08,2025-05-14,227,191,6,36
PO12387,SUP-002,Supplier B,CL-7781,2025-11-28,2025-11-30,52,31,2,21
PO12388,SUP-001,Supplier A,CL-7781,2024-06-16,2024-06-22,123,121,6,2
PO12389,SUP-001,Supplier A,BR-2208,2025-08-31,2025-09-01,56,44,1,12
PO12390,SUP-001,Supplier A,AX-4312,2025-07-15,2025-07-23,371,368,8,3
PO12391,SUP-001,Supplier A,BR-2208,2026-01-06,2026-01-16,280,257,10,23
PO12392,SUP-001,Supplier A,ZX-9910,2025-12-16,2025-12-17,101,96,1,5
PO12393,SUP-003,Supplier C,MN-5544,2025-12-31,2026-01-03,374,343,3,31
PO12394,SUP-001,Supplier A,MN-5544,2025-07-29,2025-08-08,268,256,10,12
PO12395,SUP-002,Supplier B,ZX-9910,2024-11-26,2024-11-29,326,303,3,23
PO12396,SUP-003,Supplier C,ZX-9910,2025-08-16,2025-08-22,53,30,6,23
PO12397,SUP-002,Supplier B,ZX-9910,2026-02-05,2026-02-16,308,305,11,3
PO12398,SUP-001,Supplier A,CL-7781,2025-07-23,2025-08-01,217,183,9,34
PO12399,SUP-001,Supplier A,MN-5544,2024-06-03,2024-06-11,157,133,8,24
PO12400,SUP-003,Supplier C,BR-2208,2024-03-25,2024-04-02,373,360,8,13
PO12401,SUP-003,Supplier C,MN-5544,2024-11-19,2024-11-30,311,295,11,16
PO12402,SUP-002,Supplier B,ZX-9910,2024-08-12,2024-08-16,281,247,4,34
PO12403,SUP-003,Supplier C,AX-4312,2024-07-15,2024-07-16,307,295,1,12
PO12404,SUP-003,Supplier C,BR-2208,2025-11-17,2025-11-21,115,88,4,27
PO12405,SUP-003,Supplier C,MN-5544,2024-08-29,2024-09-09,71,69,11,2
PO12406,SUP-003,Supplier C,BR-2208,2025-08-19,2025-08-22,265,261,3,4
PO12407,SUP-003,Supplier C,ZX-9910,2025-03-24,2025-03-28,152,114,4,38
PO12408,SUP-003,Supplier C,MN-5544,2024-07-24,2024-08-02,362,351,9,11
PO12409,SUP-003,Supplier C,CL-7781,2025-09-09,2025-09-17,106,67,8,39
PO12410,SUP-002,Supplier B,ZX-9910,2024-09-14,2024-09-20,385,351,6,34
PO12411,SUP-001,Supplier A,ZX-9910,2024-04-16,2024-04-19,54,29,3,25
PO12412,SUP-003,Supplier C,AX-4312,2024-11-26,2024-12-07,376,367,11,9
PO12413,SUP-003,Supplier C,MN-5544,2025-06-29,2025-07-09,165,132,10,33
PO12414,SUP-001,Supplier A,AX-4312,2025-01-06,2025-01-09,249,219,3,30
PO12415,SUP-001,Supplier A,AX-4312,2024-05-16,2024-05-27,286,280,11,6
PO12416,SUP-002,Supplier B,CL-7781,2025-12-24,2025-12-26,119,88,2,31
PO12417,SUP-002,Supplier B,CL-7781,2024-11-23,2024-11-27,275,260,4,15
PO12418,SUP-002,Supplier B,CL-7781,2025-12-13,2025-12-22,248,210,9,38
PO12419,SUP-003,Supplier C,MN-5544,2025-03-26,2025-03-27,94,84,1,10
PO12420,SUP-003,Supplier C,MN-5544,2025-06-11,2025-06-17,140,135,6,5
PO12421,SUP-003,Supplier C,BR-2208,2024-06-15,2024-06-21,179,158,6,21
PO12422,SUP-003,Supplier C,BR-2208,2025-08-25,2025-08-29,138,124,4,14
PO12423,SUP-002,Supplier B,ZX-9910,2026-02-18,2026-02-19,398,391,1,7
PO12424,SUP-003,Supplier C,AX-4312,2026-01-23,2026-01-28,98,66,5,32
PO12425,SUP-001,Supplier A,BR-2208,2024-06-21,2024-06-27,163,159,6,4
PO12426,SUP-001,Supplier A,ZX-9910,2024-07-23,2024-07-30,323,286,7,37
PO12427,SUP-002,Supplier B,MN-5544,2024-12-11,2024-12-17,342,313,6,29
PO12428,SUP-003,Supplier C,AX-4312,2024-06-20,2024-06-23,369,360,3,9
PO12429,SUP-002,Supplier B,ZX-9910,2026-01-25,2026-02-04,172,155,10,17
PO12430,SUP-001,Supplier A,CL-7781,2025-07-01,2025-07-08,274,259,7,15
PO12431,SUP-002,Supplier B,ZX-9910,2024-03-26,2024-04-01,212,179,6,33
PO12432,SUP-001,Supplier A,BR-2208,2026-01-09,2026-01-11,399,387,2,12
PO12433,SUP-002,Supplier B,AX-4312,2025-10-22,2025-10-31,364,360,9,4
PO12434,SUP-001,Supplier A,AX-4312,2025-05-04,2025-05-11,141,103,7,38
PO12435,SUP-001,Supplier A,CL-7781,2024-12-02,2024-12-06,329,303,4,26
PO12436,SUP-002,Supplier B,AX-4312,2025-05-18,2025-05-28,177,171,10,6
PO12437,SUP-002,Supplier B,BR-2208,2024-12-03,2024-12-13,96,59,10,37
PO12438,SUP-002,Supplier B,MN-5544,2025-01-01,2025-01-06,275,261,5,14
PO12439,SUP-002,Supplier B,CL-7781,2026-02-05,2026-02-15,97,67,10,30
PO12440,SUP-002,Supplier B,ZX-9910,2024-05-23,2024-05-26,113,85,3,28
PO12441,SUP-003,Supplier C,BR-2208,2024-05-26,2024-06-01,174,136,6,38
PO12442,SUP-003,Supplier C,AX-4312,2024-07-08,2024-07-12,52,24,4,28
PO12443,SUP-003,Supplier C,CL-7781,2025-06-03,2025-06-07,60,28,4,32
PO12444,SUP-002,Supplier B,BR-2208,2024-11-20,2024-11-26,252,226,6,26
PO12445,SUP-001,Supplier A,AX-4312,2024-07-30,2024-07-31,70,32,1,38
PO12446,SUP-002,Supplier B,BR-2208,2026-01-03,2026-01-09,95,94,6,1
PO12447,SUP-002,Supplier B,AX-4312,2025-03-05,2025-03-16,213,203,11,10
PO12448,SUP-002,Supplier B,AX-4312,2024-08-04,2024-08-06,172,172,2,0
PO12449,SUP-003,Supplier C,AX-4312,2024-10-29,2024-11-01,340,310,3,30
PO12450,SUP-002,Supplier B,AX-4312,2024-08-11,2024-08-18,330,293,7,37
PO12451,SUP-002,Supplier B,AX-4312,2025-09-29,2025-10-03,240,239,4,1
PO12452,SUP-003,Supplier C,MN-5544,2025-08-30,2025-09-01,175,166,2,9
PO12453,SUP-002,Supplier B,ZX-9910,2025-07-23,2025-07-28,314,313,5,1
PO12454,SUP-002,Supplier B,MN-5544,2025-03-04,2025-03-06,237,200,2,37
PO12455,SUP-001,Supplier A,CL-7781,2025-05-07,2025-05-17,163,152,10,11
PO12456,SUP-003,Supplier C,AX-4312,2025-10-23,2025-10-27,134,129,4,5
PO12457,SUP-001,Supplier A,AX-4312,2025-07-04,2025-07-05,267,247,1,20
PO12458,SUP-001,Supplier A,CL-7781,2024-12-25,2025-01-04,279,254,10,25
PO12459,SUP-003,Supplier C,CL-7781,2025-07-05,2025-07-13,310,296,8,14
PO12460,SUP-002,Supplier B,MN-5544,2024-11-24,2024-12-05,193,193,11,0
PO12461,SUP-002,Supplier B,CL-7781,2024-03-23,2024-03-28,308,278,5,30
PO12462,SUP-001,Supplier A,AX-4312,2024-03-25,2024-04-02,257,237,8,20
PO12463,SUP-003,Supplier C,AX-4312,2024-08-03,2024-08-05,204,167,2,37
PO12464,SUP-001,Supplier A,ZX-9910,2025-07-05,2025-07-15,235,198,10,37
PO12465,SUP-001,Supplier A,CL-7781,2025-09-17,2025-09-26,313,281,9,32
PO12466,SUP-001,Supplier A,MN-5544,2025-08-27,2025-09-01,248,211,5,37
PO12467,SUP-002,Supplier B,ZX-9910,2024-03-26,2024-03-31,249,229,5,20
PO12468,SUP-002,Supplier B,CL-7781,2024-06-23,2024-07-01,325,318,8,7
PO12469,SUP-001,Supplier A,MN-5544,2025-09-05,2025-09-15,351,321,10,30
PO12470,SUP-001,Supplier A,AX-4312,2025-08-10,2025-08-12,298,270,2,28
PO12471,SUP-001,Supplier A,CL-7781,2025-10-22,2025-10-31,320,291,9,29
PO12472,SUP-001,Supplier A,AX-4312,2025-10-19,2025-10-29,334,319,10,15
PO12473,SUP-002,Supplier B,CL-7781,2025-12-23,2025-12-27,133,97,4,36
PO12474,SUP-003,Supplier C,BR-2208,2025-08-26,2025-09-01,376,354,6,22
PO12475,SUP-001,Supplier A,AX-4312,2024-11-30,2024-12-09,281,253,9,28
PO12476,SUP-001,Supplier A,AX-4312,2025-04-18,2025-04-24,215,185,6,30
PO12477,SUP-003,Supplier C,BR-2208,2025-05-02,2025-05-07,274,266,5,8
PO12478,SUP-003,Supplier C,AX-4312,2025-07-31,2025-08-09,140,117,9,23
PO12479,SUP-002,Supplier B,ZX-9910,2025-04-24,2025-05-04,78,51,10,27
PO12480,SUP-001,Supplier A,AX-4312,2025-12-02,2025-12-10,264,236,8,28
PO12481,SUP-003,Supplier C,MN-5544,2024-11-22,2024-11-27,91,85,5,6
PO12482,SUP-003,Supplier C,CL-7781,2025-12-25,2026-01-04,213,187,10,26
PO12483,SUP-001,Supplier A,MN-5544,2025-05-01,2025-05-11,351,350,10,1
PO12484,SUP-003,Supplier C,BR-2208,2024-10-30,2024-11-08,122,96,9,26
PO12485,SUP-001,Supplier A,ZX-9910,2026-02-09,2026-02-10,136,127,1,9
PO12486,SUP-001,Supplier A,ZX-9910,2024-06-29,2024-07-09,202,200,10,2
PO12487,SUP-003,Supplier C,AX-4312,2024-12-06,2024-12-12,174,169,6,5
PO12488,SUP-003,Supplier C,AX-4312,2025-07-18,2025-07-23,115,98,5,17
PO12489,SUP-001,Supplier A,AX-4312,2024-10-20,2024-10-27,51,40,7,11
PO12490,SUP-001,Supplier A,CL-7781,2024-05-17,2024-05-23,342,323,6,19
PO12491,SUP-002,Supplier B,AX-4312,2024-09-11,2024-09-18,73,54,7,19
PO12492,SUP-003,Supplier C,AX-4312,2025-08-12,2025-08-13,258,258,1,0
PO12493,SUP-002,Supplier B,CL-7781,2024-11-02,2024-11-07,165,136,5,29
PO12494,SUP-002,Supplier B,CL-7781,2025-06-06,2025-06-15,308,298,9,10
PO12495,SUP-002,Supplier B,AX-4312,2026-01-24,2026-02-01,350,325,8,25
PO12496,SUP-003,Supplier C,CL-7781,2025-03-10,2025-03-11,73,64,1,9
PO12497,SUP-001,Supplier A,BR-2208,2026-02-07,2026-02-10,73,46,3,27
PO12498,SUP-001,Supplier A,MN-5544,2024-08-19,2024-08-23,65,49,4,16
PO12499,SUP-001,Supplier A,MN-5544,2024-07-30,2024-08-02,256,241,3,15
PO12500,SUP-002,Supplier B,BR-2208,2025-09-10,2025-09-19,316,316,9,0
PO12501,SUP-001,Supplier A,AX-4312,2025-10-03,2025-10-13,164,161,10,3
PO12502,SUP-003,Supplier C,BR-2208,2025-07-02,2025-07-13,374,340,11,34
PO12503,SUP-003,Supplier C,CL-7781,2024-08-17,2024-08-27,124,107,10,17
PO12504,SUP-002,Supplier B,ZX-9910,2025-04-17,2025-04-19,152,130,2,22
PO12505,SUP-001,Supplier A,MN-5544,2024-12-20,2024-12-27,364,326,7,38
PO12506,SUP-003,Supplier C,BR-2208,2024-08-14,2024-08-17,253,247,3,6
PO12507,SUP-002,Supplier B,MN-5544,2025-06-19,2025-06-20,75,43,1,32
PO12508,SUP-003,Supplier C,MN-5544,2025-12-28,2026-01-02,225,211,5,14
PO12509,SUP-002,Supplier B,MN-5544,2026-01-09,2026-01-11,181,162,2,19
PO12510,SUP-001,Supplier A,AX-4312,2025-07-09,2025-07-11,166,131,2,35
PO12511,SUP-003,Supplier C,MN-5544,2024-08-20,2024-08-21,237,203,1,34
PO12512,SUP-001,Supplier A,BR-2208,2025-05-14,2025-05-20,85,61,6,24
PO12513,SUP-001,Supplier A,MN-5544,2025-03-02,2025-03-12,132,132,10,0
PO12514,SUP-002,Supplier B,MN-5544,2025-04-15,2025-04-20,177,156,5,21
PO12515,SUP-001,Supplier A,AX-4312,2025-02-26,2025-03-06,156,120,8,36
PO12516,SUP-003,Supplier C,AX-4312,2024-07-04,2024-07-09,213,210,5,3
PO12517,SUP-001,Supplier A,BR-2208,2024-05-26,2024-05-30,229,212,4,17
PO12518,SUP-001,Supplier A,CL-7781,2025-05-16,2025-05-18,218,201,2,17
PO12519,SUP-001,Supplier A,ZX-9910,2024-07-26,2024-08-01,115,95,6,20
PO12520,SUP-001,Supplier A,MN-5544,2025-05-30,2025-06-03,349,311,4,38
PO12521,SUP-002,Supplier B,CL-7781,2024-06-17,2024-06-24,334,309,7,25
PO12522,SUP-003,Supplier C,MN-5544,2025-11-13,2025-11-18,322,307,5,15
PO12523,SUP-002,Supplier B,CL-7781,2024-06-26,2024-06-29,122,92,3,30
PO12524,SUP-002,Supplier B,AX-4312,2024-10-05,2024-10-06,150,149,1,1
PO12525,SUP-003,Supplier C,MN-5544,2024-03-11,2024-03-15,225,212,4,13
PO12526,SUP-001,Supplier A,AX-4312,2025-01-14,2025-01-25,148,110,11,38
PO12527,SUP-001,Supplier A,BR-2208,2025-05-15,2025-05-25,51,33,10,18
PO12528,SUP-003,Supplier C,ZX-9910,2024-05-13,2024-05-24,278,261,11,17
PO12529,SUP-003,Supplier C,ZX-9910,2025-02-05,2025-02-09,189,161,4,28
PO12530,SUP-002,Supplier B,MN-5544,2024-03-13,2024-03-20,319,308,7,11
PO12531,SUP-001,Supplier A,BR-2208,2025-01-08,2025-01-11,386,355,3,31
PO12532,SUP-002,Supplier B,ZX-9910,2025-02-18,2025-02-28,220,204,10,16
PO12533,SUP-002,Supplier B,BR-2208,2025-06-14,2025-06-19,350,342,5,8
PO12534,SUP-002,Supplier B,ZX-9910,2025-05-28,2025-05-29,149,132,1,17
PO12535,SUP-003,Supplier C,CL-7781,2024-09-08,2024-09-17,111,83,9,28
PO12536,SUP-003,Supplier C,MN-5544,2025-08-02,2025-08-04,192,187,2,5
PO12537,SUP-001,Supplier A,ZX-9910,2024-12-05,2024-12-13,219,191,8,28
PO12538,SUP-002,Supplier B,CL-7781,2026-02-04,2026-02-08,131,93,4,38
PO12539,SUP-002,Supplier B,CL-7781,2025-10-02,2025-10-13,319,317,11,2
PO12540,SUP-001,Supplier A,ZX-9910,2025-03-06,2025-03-09,163,126,3,37
PO12541,SUP-003,Supplier C,AX-4312,2024-09-25,2024-10-05,259,240,10,19
PO12542,SUP-002,Supplier B,CL-7781,2024-07-15,2024-07-25,161,137,10,24
PO12543,SUP-002,Supplier B,CL-7781,2025-10-24,2025-11-02,245,232,9,13
PO12544,SUP-003,Supplier C,AX-4312,2025-01-30,2025-01-31,141,105,1,36
PO12545,SUP-001,Supplier A,CL-7781,2024-07-11,2024-07-19,349,316,8,33
PO12546,SUP-003,Supplier C,CL-7781,2024-06-07,2024-06-12,118,88,5,30
PO12547,SUP-003,Supplier C,MN-5544,2025-03-28,2025-04-06,283,252,9,31
PO12548,SUP-002,Supplier B,ZX-9910,2025-12-24,2025-12-25,175,173,1,2
PO12549,SUP-001,Supplier A,AX-4312,2024-10-26,2024-10-28,253,225,2,28
PO12550,SUP-001,Supplier A,AX-4312,2024-10-21,2024-10-24,234,205,3,29
PO12551,SUP-002,Supplier B,ZX-9910,2024-12-10,2024-12-19,111,109,9,2
PO12552,SUP-003,Supplier C,AX-4312,2024-10-19,2024-10-23,74,62,4,12
PO12553,SUP-001,Supplier A,AX-4312,2024-10-12,2024-10-19,349,315,7,34
PO12554,SUP-003,Supplier C,ZX-9910,2025-03-23,2025-03-30,179,149,7,30
PO12555,SUP-003,Supplier C,BR-2208,2025-11-14,2025-11-16,382,378,2,4
PO12556,SUP-001,Supplier A,CL-7781,2025-05-25,2025-06-04,155,146,10,9
PO12557,SUP-001,Supplier A,BR-2208,2024-11-17,2024-11-25,220,196,8,24
PO12558,SUP-001,Supplier A,AX-4312,2025-03-14,2025-03-16,335,329,2,6
PO12559,SUP-002,Supplier B,CL-7781,2024-09-20,2024-09-26,104,102,6,2
PO12560,SUP-003,Supplier C,MN-5544,2024-10-23,2024-10-26,75,52,3,23
PO12561,SUP-002,Supplier B,ZX-9910,2026-01-04,2026-01-09,247,236,5,11
PO12562,SUP-003,Supplier C,AX-4312,2025-03-24,2025-03-25,60,22,1,38
PO12563,SUP-002,Supplier B,MN-5544,2026-01-21,2026-01-23,195,175,2,20
PO12564,SUP-002,Supplier B,MN-5544,2026-01-14,2026-01-18,153,132,4,21
