order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate
SO22200,CUST-003,Customer Z,CL-7781,2024-05-27,2024-05-30,2024-05-30,37,28,9,0,0.7567567567567568
SO22201,CUST-001,Customer X,ZX-9910,2025-04-01,2025-04-02,2025-04-01,34,27,7,0,0.7941176470588235
SO22202,CUST-001,Customer X,BR-2208,2025-08-30,2025-09-03,2025-09-03,11,6,5,0,0.5454545454545454
SO22203,CUST-002,Customer Y,CL-7781,2025-09-18,2025-09-22,2025-09-21,19,11,8,0,0.5789473684210527
SO22204,CUST-002,Customer Y,ZX-9910,2025-08-06,2025-08-09,2025-08-08,39,33,6,0,0.8461538461538461
SO22205,CUST-001,Customer X,ZX-9910,2024-11-29,2024-11-30,2024-11-29,21,17,4,0,0.8095238095238095
SO22206,CUST-002,Customer Y,CL-7781,2025-11-09,2025-11-13,2025-11-13,33,26,7,0,0.7878787878787878
SO22207,CUST-003,Customer Z,ZX-9910,2024-09-09,2024-09-11,2024-09-13,5,2,3,0,0.4
SO22208,CUST-002,Customer Y,MN-5544,2025-05-05,2025-05-08,2025-05-07,33,29,4,0,0.8787878787878788
SO22209,CUST-003,Customer Z,MN-5544,2024-11-02,2024-11-03,2024-11-05,28,26,2,0,0.9285714285714286
SO22210,CUST-003,Customer Z,AX-4312,2025-12-26,2025-12-30,2026-01-01,5,0,5,0,0.0
SO22211,CUST-001,Customer X,AX-4312,2025-09-09,2025-09-10,2025-09-11,38,32,6,0,0.8421052631578947
SO22212,CUST-003,Customer Z,CL-7781,2025-02-09,2025-02-10,2025-02-11,7,2,5,0,0.2857142857142857
SO22213,CUST-002,Customer Y,CL-7781,2024-10-25,2024-10-27,2024-10-27,33,32,1,0,0.9696969696969697
SO22214,CUST-002,Customer Y,BR-2208,2025-06-14,2025-06-16,2025-06-16,9,3,6,0,0.3333333333333333
SO22215,CUST-003,Customer Z,BR-2208,2025-05-01,2025-05-04,2025-05-03,30,25,5,0,0.8333333333333334
SO22216,CUST-003,Customer Z,CL-7781,2025-05-29,2025-06-01,2025-05-31,24,18,6,0,0.75
SO22217,CUST-002,Customer Y,ZX-9910,2024-07-06,2024-07-10,2024-07-09,25,25,0,1,1.0
SO22218,CUST-002,Customer Y,BR-2208,2025-10-19,2025-10-22,2025-10-21,18,16,2,0,0.8888888888888888
SO22219,CUST-001,Customer X,ZX-9910,2026-02-13,2026-02-15,2026-02-17,38,33,5,0,0.868421052631579
SO22220,CUST-001,Customer X,AX-4312,2025-04-30,2025-05-01,2025-04-30,10,6,4,0,0.6
SO22221,CUST-001,Customer X,CL-7781,2025-01-13,2025-01-15,2025-01-14,11,11,0,1,1.0
SO22222,CUST-001,Customer X,BR-2208,2025-04-13,2025-04-14,2025-04-15,5,0,5,0,0.0
SO22223,CUST-001,Customer X,BR-2208,2024-10-03,2024-10-07,2024-10-08,29,29,0,0,1.0
SO22224,CUST-002,Customer Y,BR-2208,2025-04-03,2025-04-07,2025-04-06,18,14,4,0,0.7777777777777778
SO22225,CUST-003,Customer Z,AX-4312,2025-03-13,2025-03-15,2025-03-17,27,20,7,0,0.7407407407407407
SO22226,CUST-001,Customer X,ZX-9910,2024-12-04,2024-12-05,2024-12-05,31,26,5,0,0.8387096774193549
SO22227,CUST-003,Customer Z,ZX-9910,2025-09-03,2025-09-04,2025-09-06,27,24,3,0,0.8888888888888888
SO22228,CUST-002,Customer Y,ZX-9910,2024-08-08,2024-08-09,2024-08-08,7,4,3,0,0.5714285714285714
SO22229,CUST-001,Customer X,AX-4312,2024-12-01,2024-12-04,2024-12-03,19,16,3,0,0.8421052631578947
SO22230,CUST-003,Customer Z,BR-2208,2025-05-05,2025-05-06,2025-05-06,14,9,5,0,0.6428571428571429
SO22231,CUST-003,Customer Z,ZX-9910,2025-08-02,2025-08-06,2025-08-07,21,18,3,0,0.8571428571428571
SO22232,CUST-001,Customer X,ZX-9910,2025-09-09,2025-09-13,2025-09-12,19,10,9,0,0.5263157894736842
SO22233,CUST-003,Customer Z,CL-7781,2025-02-19,2025-02-21,2025-02-21,10,7,3,0,0.7
SO22234,CUST-003,Customer Z,MN-5544,2024-10-18,2024-10-21,2024-10-21,27,25,2,0,0.9259259259259259
SO22235,CUST-002,Customer Y,CL-7781,2025-02-15,2025-02-17,2025-02-16,35,32,3,0,0.9142857142857143
SO22236,CUST-002,Customer Y,CL-7781,2026-01-29,2026-02-01,2026-02-03,7,6,1,0,0.8571428571428571
SO22237,CUST-001,Customer X,BR-2208,2024-06-06,2024-06-09,2024-06-10,14,14,0,0,1.0
SO22238,CUST-002,Customer Y,MN-5544,2024-08-23,2024-08-26,2024-08-27,13,10,3,0,0.7692307692307693
SO22239,CUST-002,Customer Y,AX-4312,2024-11-06,2024-11-09,2024-11-10,12,12,0,0,1.0
SO22240,CUST-002,Customer Y,AX-4312,2025-01-31,2025-02-01,2025-01-31,11,7,4,0,0.6363636363636364
SO22241,CUST-002,Customer Y,CL-7781,2025-09-09,2025-09-12,2025-09-12,16,16,0,1,1.0
SO22242,CUST-002,Customer Y,ZX-9910,2024-07-19,2024-07-22,2024-07-23,11,11,0,0,1.0
SO22243,CUST-002,Customer Y,MN-5544,2024-09-27,2024-09-30,2024-10-01,10,5,5,0,0.5
SO22244,CUST-002,Customer Y,ZX-9910,2025-10-25,2025-10-28,2025-10-29,34,34,0,0,1.0
SO22245,CUST-003,Customer Z,ZX-9910,2024-10-31,2024-11-03,2024-11-03,26,19,7,0,0.7307692307692307
SO22246,CUST-002,Customer Y,BR-2208,2024-04-14,2024-04-15,2024-04-14,30,28,2,0,0.9333333333333333
SO22247,CUST-003,Customer Z,ZX-9910,2024-09-12,2024-09-15,2024-09-17,28,25,3,0,0.8928571428571429
SO22248,CUST-003,Customer Z,ZX-9910,2025-04-11,2025-04-15,2025-04-14,33,29,4,0,0.8787878787878788
SO22249,CUST-003,Customer Z,CL-7781,2025-05-12,2025-05-15,2025-05-16,31,23,8,0,0.7419354838709677
SO22250,CUST-001,Customer X,BR-2208,2024-08-19,2024-08-20,2024-08-19,37,28,9,0,0.7567567567567568
SO22251,CUST-003,Customer Z,BR-2208,2025-03-23,2025-03-27,2025-03-29,35,31,4,0,0.8857142857142857
SO22252,CUST-001,Customer X,AX-4312,2024-06-01,2024-06-02,2024-06-04,16,16,0,0,1.0
SO22253,CUST-002,Customer Y,BR-2208,2025-09-13,2025-09-16,2025-09-16,20,17,3,0,0.85
SO22254,CUST-003,Customer Z,CL-7781,2025-09-06,2025-09-10,2025-09-10,29,21,8,0,0.7241379310344828
SO22255,CUST-003,Customer Z,CL-7781,2025-03-07,2025-03-09,2025-03-08,14,6,8,0,0.42857142857142855
SO22256,CUST-003,Customer Z,BR-2208,2025-07-05,2025-07-08,2025-07-08,28,26,2,0,0.9285714285714286
SO22257,CUST-003,Customer Z,MN-5544,2024-05-10,2024-05-11,2024-05-12,14,13,1,0,0.9285714285714286
SO22258,CUST-001,Customer X,MN-5544,2024-08-21,2024-08-24,2024-08-26,32,31,1,0,0.96875
SO22259,CUST-002,Customer Y,MN-5544,2024-10-17,2024-10-21,2024-10-21,5,3,2,0,0.6
SO22260,CUST-001,Customer X,CL-7781,2024-11-23,2024-11-26,2024-11-28,14,10,4,0,0.7142857142857143
SO22261,CUST-003,Customer Z,ZX-9910,2025-05-31,2025-06-01,2025-06-02,27,18,9,0,0.6666666666666666
SO22262,CUST-003,Customer Z,MN-5544,2025-04-07,2025-04-11,2025-04-10,9,1,8,0,0.1111111111111111
SO22263,CUST-002,Customer Y,MN-5544,2025-03-29,2025-04-02,2025-04-02,30,23,7,0,0.7666666666666667
SO22264,CUST-003,Customer Z,ZX-9910,2026-02-05,2026-02-07,2026-02-09,29,21,8,0,0.7241379310344828
SO22265,CUST-003,Customer Z,MN-5544,2024-10-12,2024-10-14,2024-10-16,14,6,8,0,0.42857142857142855
SO22266,CUST-003,Customer Z,MN-5544,2024-04-27,2024-04-29,2024-04-29,39,37,2,0,0.9487179487179487
SO22267,CUST-003,Customer Z,MN-5544,2024-05-28,2024-05-31,2024-05-31,10,5,5,0,0.5
SO22268,CUST-001,Customer X,ZX-9910,2025-05-09,2025-05-10,2025-05-10,6,0,6,0,0.0
SO22269,CUST-001,Customer X,CL-7781,2024-06-29,2024-07-03,2024-07-05,23,16,7,0,0.6956521739130435
SO22270,CUST-003,Customer Z,AX-4312,2026-01-31,2026-02-04,2026-02-05,31,28,3,0,0.9032258064516129
SO22271,CUST-001,Customer X,BR-2208,2025-06-13,2025-06-17,2025-06-16,29,23,6,0,0.7931034482758621
SO22272,CUST-003,Customer Z,MN-5544,2024-12-16,2024-12-19,2024-12-21,32,27,5,0,0.84375
SO22273,CUST-002,Customer Y,AX-4312,2025-02-26,2025-03-02,2025-03-03,9,4,5,0,0.4444444444444444
SO22274,CUST-002,Customer Y,AX-4312,2024-12-03,2024-12-07,2024-12-07,12,7,5,0,0.5833333333333334
SO22275,CUST-003,Customer Z,AX-4312,2024-11-06,2024-11-10,2024-11-09,16,8,8,0,0.5
SO22276,CUST-003,Customer Z,MN-5544,2024-11-21,2024-11-22,2024-11-22,19,11,8,0,0.5789473684210527
SO22277,CUST-002,Customer Y,AX-4312,2024-09-14,2024-09-17,2024-09-16,38,31,7,0,0.8157894736842105
SO22278,CUST-003,Customer Z,ZX-9910,2024-12-15,2024-12-18,2024-12-17,10,5,5,0,0.5
SO22279,CUST-003,Customer Z,ZX-9910,2024-03-11,2024-03-15,2024-03-14,11,2,9,0,0.18181818181818182
SO22280,CUST-001,Customer X,BR-2208,2025-05-20,2025-05-23,2025-05-25,27,24,3,0,0.8888888888888888
SO22281,CUST-001,Customer X,AX-4312,2024-08-14,2024-08-16,2024-08-15,19,15,4,0,0.7894736842105263
SO22282,CUST-003,Customer Z,ZX-9910,2024-07-26,2024-07-30,2024-08-01,36,32,4,0,0.8888888888888888
SO22283,CUST-001,Customer X,CL-7781,2025-08-25,2025-08-27,2025-08-29,6,0,6,0,0.0
SO22284,CUST-002,Customer Y,BR-2208,2025-10-17,2025-10-20,2025-10-20,7,1,6,0,0.14285714285714285
SO22285,CUST-002,Customer Y,CL-7781,2025-08-18,2025-08-21,2025-08-20,5,0,5,0,0.0
SO22286,CUST-002,Customer Y,BR-2208,2025-10-04,2025-10-06,2025-10-05,18,14,4,0,0.7777777777777778
SO22287,CUST-002,Customer Y,MN-5544,2024-10-18,2024-10-19,2024-10-21,10,5,5,0,0.5
SO22288,CUST-001,Customer X,BR-2208,2025-10-29,2025-10-30,2025-10-29,8,6,2,0,0.75
SO22289,CUST-002,Customer Y,BR-2208,2025-05-25,2025-05-26,2025-05-26,35,34,1,0,0.9714285714285714
SO22290,CUST-002,Customer Y,BR-2208,2024-09-28,2024-10-01,2024-10-03,27,22,5,0,0.8148148148148148
SO22291,CUST-003,Customer Z,CL-7781,2024-11-17,2024-11-20,2024-11-22,29,24,5,0,0.8275862068965517
SO22292,CUST-001,Customer X,ZX-9910,2024-09-28,2024-10-01,2024-10-03,6,0,6,0,0.0
SO22293,CUST-002,Customer Y,AX-4312,2025-07-26,2025-07-27,2025-07-28,39,30,9,0,0.7692307692307693
SO22294,CUST-003,Customer Z,AX-4312,2025-06-29,2025-07-01,2025-07-02,18,16,2,0,0.8888888888888888
SO22295,CUST-001,Customer X,MN-5544,2025-09-15,2025-09-16,2025-09-18,5,4,1,0,0.8
SO22296,CUST-002,Customer Y,AX-4312,2025-06-18,2025-06-21,2025-06-23,8,5,3,0,0.625
SO22297,CUST-002,Customer Y,ZX-9910,2024-12-25,2024-12-26,2024-12-26,36,28,8,0,0.7777777777777778
SO22298,CUST-003,Customer Z,CL-7781,2025-06-30,2025-07-03,2025-07-05,7,4,3,0,0.5714285714285714
SO22299,CUST-002,Customer Y,ZX-9910,2025-09-29,2025-10-03,2025-10-03,26,24,2,0,0.9230769230769231
SO22300,CUST-003,Customer Z,CL-7781,2025-05-13,2025-05-16,2025-05-15,12,4,8,0,0.3333333333333333
SO22301,CUST-001,Customer X,CL-7781,2024-11-18,2024-11-21,2024-11-23,7,4,3,0,0.5714285714285714
SO22302,CUST-001,Customer X,AX-4312,2024-03-17,2024-03-19,2024-03-18,25,17,8,0,0.68
SO22303,CUST-001,Customer X,CL-7781,2025-10-01,2025-10-02,2025-10-02,23,17,6,0,0.7391304347826086
SO22304,CUST-001,Customer X,AX-4312,2025-09-05,2025-09-09,2025-09-09,24,20,4,0,0.8333333333333334
SO22305,CUST-002,Customer Y,AX-4312,2024-10-12,2024-10-14,2024-10-15,14,13,1,0,0.9285714285714286
SO22306,CUST-003,Customer Z,AX-4312,2024-12-29,2025-01-01,2025-01-02,24,23,1,0,0.9583333333333334
SO22307,CUST-003,Customer Z,MN-5544,2025-09-20,2025-09-23,2025-09-23,22,13,9,0,0.5909090909090909
SO22308,CUST-001,Customer X,MN-5544,2024-03-04,2024-03-06,2024-03-07,5,0,5,0,0.0
SO22309,CUST-001,Customer X,MN-5544,2024-08-13,2024-08-15,2024-08-14,5,0,5,0,0.0
SO22310,CUST-002,Customer Y,ZX-9910,2024-03-05,2024-03-08,2024-03-07,13,7,6,0,0.5384615384615384
SO22311,CUST-003,Customer Z,ZX-9910,2025-11-26,2025-11-27,2025-11-28,22,22,0,0,1.0
SO22312,CUST-002,Customer Y,ZX-9910,2025-10-05,2025-10-09,2025-10-10,15,12,3,0,0.8
SO22313,CUST-002,Customer Y,AX-4312,2026-01-05,2026-01-06,2026-01-08,34,27,7,0,0.7941176470588235
SO22314,CUST-003,Customer Z,CL-7781,2025-11-28,2025-12-02,2025-12-01,16,16,0,1,1.0
SO22315,CUST-002,Customer Y,BR-2208,2025-02-16,2025-02-19,2025-02-18,22,17,5,0,0.7727272727272727
SO22316,CUST-001,Customer X,AX-4312,2024-11-10,2024-11-12,2024-11-14,30,23,7,0,0.7666666666666667
SO22317,CUST-001,Customer X,ZX-9910,2025-06-25,2025-06-28,2025-06-29,26,17,9,0,0.6538461538461539
SO22318,CUST-001,Customer X,ZX-9910,2024-08-03,2024-08-06,2024-08-08,25,17,8,0,0.68
SO22319,CUST-003,Customer Z,AX-4312,2025-02-28,2025-03-02,2025-03-04,30,27,3,0,0.9
SO22320,CUST-003,Customer Z,CL-7781,2025-04-05,2025-04-09,2025-04-11,30,26,4,0,0.8666666666666667
SO22321,CUST-003,Customer Z,AX-4312,2026-02-03,2026-02-05,2026-02-06,19,14,5,0,0.7368421052631579
SO22322,CUST-001,Customer X,AX-4312,2024-09-12,2024-09-15,2024-09-16,32,25,7,0,0.78125
SO22323,CUST-003,Customer Z,AX-4312,2025-08-24,2025-08-25,2025-08-24,21,14,7,0,0.6666666666666666
SO22324,CUST-003,Customer Z,ZX-9910,2024-04-08,2024-04-09,2024-04-08,28,19,9,0,0.6785714285714286
SO22325,CUST-003,Customer Z,AX-4312,2025-01-04,2025-01-08,2025-01-08,35,34,1,0,0.9714285714285714
SO22326,CUST-001,Customer X,AX-4312,2025-03-16,2025-03-18,2025-03-18,7,0,7,0,0.0
SO22327,CUST-001,Customer X,CL-7781,2024-10-01,2024-10-05,2024-10-06,16,7,9,0,0.4375
SO22328,CUST-001,Customer X,MN-5544,2025-08-18,2025-08-21,2025-08-21,32,30,2,0,0.9375
SO22329,CUST-003,Customer Z,CL-7781,2025-03-03,2025-03-05,2025-03-04,10,10,0,1,1.0
SO22330,CUST-001,Customer X,CL-7781,2025-04-30,2025-05-03,2025-05-05,18,15,3,0,0.8333333333333334
SO22331,CUST-001,Customer X,ZX-9910,2024-08-20,2024-08-21,2024-08-22,39,32,7,0,0.8205128205128205
SO22332,CUST-001,Customer X,MN-5544,2024-04-19,2024-04-21,2024-04-20,28,26,2,0,0.9285714285714286
SO22333,CUST-001,Customer X,AX-4312,2025-10-30,2025-10-31,2025-11-02,6,3,3,0,0.5
SO22334,CUST-002,Customer Y,AX-4312,2025-10-24,2025-10-26,2025-10-25,19,19,0,1,1.0
SO22335,CUST-001,Customer X,BR-2208,2024-03-21,2024-03-25,2024-03-24,5,0,5,0,0.0
SO22336,CUST-003,Customer Z,ZX-9910,2026-01-18,2026-01-21,2026-01-22,11,11,0,0,1.0
SO22337,CUST-002,Customer Y,AX-4312,2025-03-05,2025-03-06,2025-03-06,33,24,9,0,0.7272727272727273
SO22338,CUST-001,Customer X,AX-4312,2025-05-18,2025-05-21,2025-05-21,28,28,0,1,1.0
SO22339,CUST-002,Customer Y,AX-4312,2025-03-25,2025-03-29,2025-03-29,17,14,3,0,0.8235294117647058
SO22340,CUST-002,Customer Y,BR-2208,2025-05-17,2025-05-18,2025-05-18,14,7,7,0,0.5
SO22341,CUST-002,Customer Y,ZX-9910,2025-03-08,2025-03-11,2025-03-12,11,2,9,0,0.18181818181818182
SO22342,CUST-001,Customer X,BR-2208,2024-04-21,2024-04-24,2024-04-24,19,11,8,0,0.5789473684210527
SO22343,CUST-001,Customer X,CL-7781,2025-12-25,2025-12-28,2025-12-27,22,21,1,0,0.9545454545454546
SO22344,CUST-003,Customer Z,AX-4312,2025-12-19,2025-12-23,2025-12-24,16,10,6,0,0.625
SO22345,CUST-002,Customer Y,ZX-9910,2024-06-08,2024-06-09,2024-06-09,30,23,7,0,0.7666666666666667
SO22346,CUST-001,Customer X,CL-7781,2024-10-05,2024-10-07,2024-10-07,6,2,4,0,0.3333333333333333
SO22347,CUST-003,Customer Z,AX-4312,2025-12-10,2025-12-13,2025-12-12,8,3,5,0,0.375
SO22348,CUST-003,Customer Z,AX-4312,2024-04-29,2024-05-02,2024-05-01,23,16,7,0,0.6956521739130435
SO22349,CUST-001,Customer X,AX-4312,2025-06-15,2025-06-18,2025-06-17,5,0,5,0,0.0
SO22350,CUST-003,Customer Z,AX-4312,2025-12-04,2025-12-07,2025-12-09,31,28,3,0,0.9032258064516129
SO22351,CUST-003,Customer Z,BR-2208,2026-01-03,2026-01-05,2026-01-05,27,27,0,1,1.0
SO22352,CUST-002,Customer Y,MN-5544,2024-07-07,2024-07-11,2024-07-12,39,36,3,0,0.9230769230769231
SO22353,CUST-003,Customer Z,ZX-9910,2025-02-02,2025-02-06,2025-02-05,21,16,5,0,0.7619047619047619
SO22354,CUST-002,Customer Y,BR-2208,2025-03-25,2025-03-27,2025-03-27,31,22,9,0,0.7096774193548387
SO22355,CUST-001,Customer X,AX-4312,2025-10-08,2025-10-10,2025-10-12,10,7,3,0,0.7
SO22356,CUST-002,Customer Y,BR-2208,2025-12-10,2025-12-13,2025-12-15,11,9,2,0,0.8181818181818182
SO22357,CUST-002,Customer Y,CL-7781,2024-09-26,2024-09-28,2024-09-27,30,21,9,0,0.7
SO22358,CUST-002,Customer Y,BR-2208,2024-05-28,2024-05-31,2024-05-31,32,23,9,0,0.71875
SO22359,CUST-002,Customer Y,AX-4312,2024-11-17,2024-11-18,2024-11-18,34,28,6,0,0.8235294117647058
SO22360,CUST-002,Customer Y,ZX-9910,2024-10-23,2024-10-26,2024-10-25,28,20,8,0,0.7142857142857143
SO22361,CUST-003,Customer Z,CL-7781,2025-02-14,2025-02-16,2025-02-15,9,7,2,0,0.7777777777777778
SO22362,CUST-001,Customer X,ZX-9910,2024-06-18,2024-06-21,2024-06-22,17,13,4,0,0.7647058823529411
SO22363,CUST-002,Customer Y,CL-7781,2025-11-13,2025-11-17,2025-11-17,26,18,8,0,0.6923076923076923
SO22364,CUST-002,Customer Y,BR-2208,2024-06-25,2024-06-26,2024-06-28,30,26,4,0,0.8666666666666667
SO22365,CUST-002,Customer Y,CL-7781,2025-10-23,2025-10-24,2025-10-24,26,26,0,1,1.0
SO22366,CUST-003,Customer Z,BR-2208,2025-02-02,2025-02-05,2025-02-07,18,10,8,0,0.5555555555555556
SO22367,CUST-001,Customer X,MN-5544,2024-12-11,2024-12-13,2024-12-15,10,10,0,0,1.0
SO22368,CUST-002,Customer Y,ZX-9910,2025-09-23,2025-09-24,2025-09-26,19,18,1,0,0.9473684210526315
SO22369,CUST-002,Customer Y,ZX-9910,2025-09-24,2025-09-25,2025-09-26,7,3,4,0,0.42857142857142855
SO22370,CUST-003,Customer Z,MN-5544,2024-08-22,2024-08-23,2024-08-24,5,0,5,0,0.0
SO22371,CUST-001,Customer X,BR-2208,2025-08-19,2025-08-21,2025-08-22,23,20,3,0,0.8695652173913043
SO22372,CUST-002,Customer Y,BR-2208,2025-10-18,2025-10-20,2025-10-20,18,15,3,0,0.8333333333333334
SO22373,CUST-002,Customer Y,BR-2208,2025-02-21,2025-02-23,2025-02-24,29,21,8,0,0.7241379310344828
SO22374,CUST-002,Customer Y,AX-4312,2026-02-08,2026-02-09,2026-02-11,16,7,9,0,0.4375
SO22375,CUST-002,Customer Y,AX-4312,2025-07-13,2025-07-15,2025-07-15,38,35,3,0,0.9210526315789473
SO22376,CUST-001,Customer X,MN-5544,2025-01-25,2025-01-26,2025-01-27,10,9,1,0,0.9
SO22377,CUST-003,Customer Z,BR-2208,2025-12-14,2025-12-17,2025-12-16,20,16,4,0,0.8
SO22378,CUST-003,Customer Z,BR-2208,2025-03-10,2025-03-14,2025-03-14,14,13,1,0,0.9285714285714286
SO22379,CUST-003,Customer Z,AX-4312,2024-03-18,2024-03-20,2024-03-19,32,25,7,0,0.78125
SO22380,CUST-002,Customer Y,MN-5544,2025-02-05,2025-02-08,2025-02-07,8,1,7,0,0.125
SO22381,CUST-001,Customer X,AX-4312,2024-04-03,2024-04-06,2024-04-06,16,15,1,0,0.9375
SO22382,CUST-001,Customer X,AX-4312,2025-12-27,2025-12-30,2026-01-01,10,6,4,0,0.6
SO22383,CUST-001,Customer X,BR-2208,2024-06-12,2024-06-14,2024-06-14,6,0,6,0,0.0
SO22384,CUST-003,Customer Z,MN-5544,2024-08-19,2024-08-22,2024-08-22,38,31,7,0,0.8157894736842105
SO22385,CUST-002,Customer Y,ZX-9910,2025-07-10,2025-07-14,2025-07-13,21,18,3,0,0.8571428571428571
SO22386,CUST-001,Customer X,CL-7781,2026-02-21,2026-02-23,2026-02-25,35,35,0,0,1.0
SO22387,CUST-001,Customer X,BR-2208,2026-02-26,2026-02-27,2026-02-26,23,23,0,1,1.0
SO22388,CUST-003,Customer Z,ZX-9910,2025-10-23,2025-10-25,2025-10-27,9,3,6,0,0.3333333333333333
SO22389,CUST-002,Customer Y,AX-4312,2026-02-07,2026-02-09,2026-02-08,20,20,0,1,1.0
SO22390,CUST-001,Customer X,ZX-9910,2025-05-12,2025-05-14,2025-05-15,11,8,3,0,0.7272727272727273
SO22391,CUST-002,Customer Y,AX-4312,2024-12-23,2024-12-27,2024-12-29,27,26,1,0,0.9629629629629629
SO22392,CUST-001,Customer X,AX-4312,2024-10-11,2024-10-13,2024-10-13,16,10,6,0,0.625
SO22393,CUST-001,Customer X,BR-2208,2025-04-10,2025-04-12,2025-04-12,35,32,3,0,0.9142857142857143
SO22394,CUST-002,Customer Y,CL-7781,2026-02-13,2026-02-14,2026-02-16,23,21,2,0,0.9130434782608695
SO22395,CUST-003,Customer Z,MN-5544,2024-08-02,2024-08-06,2024-08-06,8,3,5,0,0.375
SO22396,CUST-003,Customer Z,BR-2208,2025-12-09,2025-12-12,2025-12-13,23,14,9,0,0.6086956521739131
SO22397,CUST-003,Customer Z,ZX-9910,2026-02-28,2026-03-04,2026-03-04,34,33,1,0,0.9705882352941176
SO22398,CUST-001,Customer X,BR-2208,2024-09-07,2024-09-11,2024-09-13,13,6,7,0,0.46153846153846156
SO22399,CUST-002,Customer Y,AX-4312,2024-07-25,2024-07-28,2024-07-28,7,1,6,0,0.14285714285714285
SO22400,CUST-001,Customer X,MN-5544,2025-01-04,2025-01-07,2025-01-07,17,12,5,0,0.7058823529411765
SO22401,CUST-001,Customer X,CL-7781,2024-08-28,2024-08-31,2024-08-30,17,9,8,0,0.5294117647058824
SO22402,CUST-002,Customer Y,MN-5544,2024-03-11,2024-03-13,2024-03-15,9,6,3,0,0.6666666666666666
SO22403,CUST-003,Customer Z,CL-7781,2025-10-03,2025-10-05,2025-10-04,18,11,7,0,0.6111111111111112
SO22404,CUST-003,Customer Z,ZX-9910,2024-10-08,2024-10-12,2024-10-11,28,26,2,0,0.9285714285714286
SO22405,CUST-002,Customer Y,AX-4312,2024-10-11,2024-10-12,2024-10-12,38,37,1,0,0.9736842105263158
SO22406,CUST-002,Customer Y,ZX-9910,2024-10-02,2024-10-05,2024-10-07,7,1,6,0,0.14285714285714285
SO22407,CUST-002,Customer Y,CL-7781,2025-02-15,2025-02-17,2025-02-17,12,12,0,1,1.0
SO22408,CUST-003,Customer Z,CL-7781,2024-10-04,2024-10-07,2024-10-08,20,11,9,0,0.55
SO22409,CUST-001,Customer X,MN-5544,2024-08-09,2024-08-10,2024-08-10,29,22,7,0,0.7586206896551724
SO22410,CUST-001,Customer X,BR-2208,2024-09-16,2024-09-18,2024-09-18,8,5,3,0,0.625
SO22411,CUST-003,Customer Z,MN-5544,2024-08-07,2024-08-09,2024-08-09,33,30,3,0,0.9090909090909091
SO22412,CUST-002,Customer Y,BR-2208,2024-09-04,2024-09-05,2024-09-04,25,21,4,0,0.84
SO22413,CUST-002,Customer Y,CL-7781,2024-12-10,2024-12-14,2024-12-13,30,23,7,0,0.7666666666666667
SO22414,CUST-003,Customer Z,MN-5544,2025-01-19,2025-01-22,2025-01-22,13,7,6,0,0.5384615384615384
SO22415,CUST-002,Customer Y,BR-2208,2025-12-03,2025-12-04,2025-12-03,22,14,8,0,0.6363636363636364
SO22416,CUST-003,Customer Z,MN-5544,2026-02-03,2026-02-05,2026-02-04,15,7,8,0,0.4666666666666667
SO22417,CUST-002,Customer Y,BR-2208,2024-09-20,2024-09-22,2024-09-21,39,34,5,0,0.8717948717948718
SO22418,CUST-001,Customer X,CL-7781,2025-04-10,2025-04-13,2025-04-14,39,38,1,0,0.9743589743589743
SO22419,CUST-001,Customer X,MN-5544,2025-11-09,2025-11-13,2025-11-13,12,6,6,0,0.5
SO22420,CUST-003,Customer Z,BR-2208,2026-02-15,2026-02-18,2026-02-20,21,21,0,0,1.0
SO22421,CUST-002,Customer Y,CL-7781,2024-12-19,2024-12-20,2024-12-19,17,10,7,0,0.5882352941176471
SO22422,CUST-002,Customer Y,MN-5544,2025-06-15,2025-06-19,2025-06-18,10,6,4,0,0.6
SO22423,CUST-003,Customer Z,MN-5544,2025-04-30,2025-05-02,2025-05-03,13,8,5,0,0.6153846153846154
SO22424,CUST-003,Customer Z,AX-4312,2025-03-26,2025-03-30,2025-03-29,13,6,7,0,0.46153846153846156
SO22425,CUST-001,Customer X,CL-7781,2024-09-14,2024-09-18,2024-09-18,7,5,2,0,0.7142857142857143
SO22426,CUST-002,Customer Y,ZX-9910,2025-06-19,2025-06-21,2025-06-23,20,17,3,0,0.85
SO22427,CUST-003,Customer Z,CL-7781,2024-10-14,2024-10-16,2024-10-16,34,33,1,0,0.9705882352941176
SO22428,CUST-003,Customer Z,ZX-9910,2024-10-15,2024-10-16,2024-10-17,21,13,8,0,0.6190476190476191
SO22429,CUST-001,Customer X,ZX-9910,2025-04-21,2025-04-23,2025-04-25,9,3,6,0,0.3333333333333333
SO22430,CUST-003,Customer Z,BR-2208,2025-08-15,2025-08-17,2025-08-19,15,14,1,0,0.9333333333333333
SO22431,CUST-003,Customer Z,ZX-9910,2024-04-09,2024-04-12,2024-04-12,32,31,1,0,0.96875
SO22432,CUST-001,Customer X,ZX-9910,2025-09-09,2025-09-11,2025-09-13,8,1,7,0,0.125
SO22433,CUST-001,Customer X,ZX-9910,2024-08-03,2024-08-04,2024-08-06,33,24,9,0,0.7272727272727273
SO22434,CUST-003,Customer Z,CL-7781,2025-05-31,2025-06-04,2025-06-04,22,22,0,1,1.0
