snapshot_date,warehouse_id,warehouse_name,location,part_number,sku_family,on_hand_qty,available_qty,safety_stock,reorder_point,days_of_supply,stockout_flag,age_days
2025-12-31,WH-01,Warehouse WH-01,A3-04,ZX-9910,ZX,505,443,89,250,77,1,283
2024-11-02,WH-02,Warehouse WH-02,A5-04,AX-4312,AX,465,421,141,271,46,1,172
2024-11-17,WH-02,Warehouse WH-02,A4-05,CL-7781,CL,504,442,83,135,51,1,101
2025-02-23,WH-03,Warehouse WH-03,A5-02,MN-5544,MN,175,111,148,164,3,0,261
2025-08-02,WH-03,Warehouse WH-03,A1-01,MN-5544,MN,174,131,167,280,21,0,324
2025-07-21,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,279,245,97,186,54,1,125
2024-06-25,WH-01,Warehouse WH-01,A3-04,ZX-9910,ZX,116,29,144,298,60,0,76
2024-11-11,WH-03,Warehouse WH-03,A3-02,BR-2208,BR,468,448,146,227,28,0,44
2025-09-26,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,453,392,121,213,22,1,38
2025-01-30,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,481,456,119,173,13,0,275
2025-11-16,WH-03,Warehouse WH-03,A1-04,BR-2208,BR,41,1,129,250,31,1,182
2024-05-01,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,180,136,117,218,80,1,146
2026-01-06,WH-02,Warehouse WH-02,A2-02,CL-7781,CL,297,281,95,204,88,1,52
2025-01-18,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,547,457,118,200,25,0,298
2026-02-02,WH-01,Warehouse WH-01,A1-03,AX-4312,AX,253,233,147,243,30,0,289
2025-06-13,WH-01,Warehouse WH-01,A2-04,MN-5544,MN,358,269,168,172,16,0,133
2024-07-19,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,501,425,173,179,71,0,311
2024-07-22,WH-01,Warehouse WH-01,A5-04,MN-5544,MN,90,56,148,161,69,1,199
2025-06-27,WH-01,Warehouse WH-01,A2-02,BR-2208,BR,117,63,93,174,15,0,101
2024-09-20,WH-01,Warehouse WH-01,A3-01,AX-4312,AX,387,358,163,172,73,1,240
2025-12-15,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,213,120,163,211,61,0,324
2024-06-25,WH-01,Warehouse WH-01,A5-01,BR-2208,BR,475,421,178,216,71,0,256
2024-06-04,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,169,72,156,276,35,0,222
2024-11-07,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,98,7,108,122,57,1,150
2025-08-14,WH-02,Warehouse WH-02,A5-04,ZX-9910,ZX,366,340,194,141,74,1,113
2025-06-25,WH-02,Warehouse WH-02,A3-05,BR-2208,BR,23,0,115,226,17,1,266
2024-09-02,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,53,0,187,285,81,0,218
2026-01-10,WH-02,Warehouse WH-02,A3-03,BR-2208,BR,242,145,83,297,61,0,36
2025-04-15,WH-03,Warehouse WH-03,A2-03,BR-2208,BR,357,312,174,190,44,1,226
2024-11-27,WH-03,Warehouse WH-03,A4-02,AX-4312,AX,471,459,92,144,5,1,39
2024-10-22,WH-02,Warehouse WH-02,A4-05,ZX-9910,ZX,156,100,125,280,88,1,186
2024-09-15,WH-03,Warehouse WH-03,A3-04,BR-2208,BR,280,207,118,135,60,1,172
2024-03-19,WH-03,Warehouse WH-03,A4-05,BR-2208,BR,185,154,142,212,45,0,189
2024-09-24,WH-02,Warehouse WH-02,A1-01,CL-7781,CL,410,385,82,209,39,0,163
2025-11-06,WH-01,Warehouse WH-01,A4-01,MN-5544,MN,52,0,125,141,60,1,308
2025-05-30,WH-03,Warehouse WH-03,A5-05,BR-2208,BR,456,382,165,192,29,0,122
2025-05-04,WH-01,Warehouse WH-01,A5-02,ZX-9910,ZX,457,424,110,205,46,1,2
2024-03-23,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,301,223,98,285,59,0,238
2024-05-21,WH-01,Warehouse WH-01,A2-03,AX-4312,AX,327,308,155,172,55,1,164
2025-12-20,WH-02,Warehouse WH-02,A4-01,MN-5544,MN,526,526,174,256,23,1,232
2024-06-17,WH-01,Warehouse WH-01,A2-05,AX-4312,AX,486,427,97,224,78,1,65
2026-01-24,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,332,254,180,188,14,1,174
2025-05-31,WH-02,Warehouse WH-02,A1-03,AX-4312,AX,330,299,130,134,53,0,325
2024-03-02,WH-02,Warehouse WH-02,A3-03,ZX-9910,ZX,526,497,157,271,88,0,69
2026-02-24,WH-03,Warehouse WH-03,A4-01,AX-4312,AX,211,166,148,283,85,1,231
2026-02-05,WH-02,Warehouse WH-02,A5-02,MN-5544,MN,578,486,133,208,36,1,22
2024-10-30,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,421,323,141,250,88,1,39
2024-04-07,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,529,527,97,199,1,0,26
2024-04-01,WH-02,Warehouse WH-02,A4-04,MN-5544,MN,435,424,117,204,41,0,269
2024-03-06,WH-02,Warehouse WH-02,A3-02,CL-7781,CL,127,52,92,265,19,0,48
2024-08-26,WH-01,Warehouse WH-01,A4-01,AX-4312,AX,198,128,107,211,19,1,209
2024-12-25,WH-02,Warehouse WH-02,A4-01,ZX-9910,ZX,341,259,127,148,48,0,19
2025-10-23,WH-03,Warehouse WH-03,A1-04,MN-5544,MN,494,396,126,208,60,1,255
2024-10-04,WH-03,Warehouse WH-03,A3-04,ZX-9910,ZX,228,210,121,196,76,0,188
2024-12-21,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,334,254,106,194,55,0,271
2026-02-07,WH-03,Warehouse WH-03,A3-05,MN-5544,MN,179,149,196,209,7,0,13
2024-03-08,WH-02,Warehouse WH-02,A4-05,ZX-9910,ZX,403,306,89,243,52,0,180
2025-07-02,WH-02,Warehouse WH-02,A4-01,BR-2208,BR,282,249,179,135,59,0,16
2024-08-13,WH-01,Warehouse WH-01,A3-03,ZX-9910,ZX,464,386,92,152,54,0,52
2025-07-04,WH-01,Warehouse WH-01,A2-01,BR-2208,BR,64,21,109,270,79,1,222
2026-02-16,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,271,217,97,136,75,1,173
2025-07-18,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,567,475,133,128,17,0,293
2024-09-29,WH-02,Warehouse WH-02,A3-05,ZX-9910,ZX,533,462,146,285,72,1,123
2025-10-09,WH-02,Warehouse WH-02,A5-05,CL-7781,CL,291,194,104,161,13,1,335
2024-09-27,WH-01,Warehouse WH-01,A4-05,ZX-9910,ZX,434,385,156,171,33,0,314
2025-10-27,WH-02,Warehouse WH-02,A4-05,MN-5544,MN,167,81,117,122,16,1,23
2025-08-16,WH-01,Warehouse WH-01,A3-05,CL-7781,CL,97,68,190,129,65,1,308
2025-07-26,WH-01,Warehouse WH-01,A4-03,ZX-9910,ZX,366,311,112,199,30,1,133
2025-01-04,WH-02,Warehouse WH-02,A2-01,ZX-9910,ZX,52,0,102,225,76,1,120
2024-10-15,WH-03,Warehouse WH-03,A4-03,AX-4312,AX,207,115,141,201,27,0,356
2025-11-11,WH-01,Warehouse WH-01,A1-05,AX-4312,AX,154,81,89,176,30,0,157
2025-02-19,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,13,0,162,272,10,0,220
2025-04-17,WH-03,Warehouse WH-03,A4-01,MN-5544,MN,432,395,150,261,30,1,140
2025-05-13,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,497,484,80,187,49,1,243
2026-01-17,WH-02,Warehouse WH-02,A2-05,MN-5544,MN,95,68,171,279,72,0,175
2025-09-24,WH-02,Warehouse WH-02,A4-01,ZX-9910,ZX,403,371,109,284,80,0,102
2024-04-23,WH-03,Warehouse WH-03,A2-05,BR-2208,BR,372,299,148,127,1,0,7
2024-11-19,WH-02,Warehouse WH-02,A5-02,CL-7781,CL,317,231,137,206,73,1,64
2025-05-04,WH-03,Warehouse WH-03,A2-04,MN-5544,MN,135,133,137,246,32,1,49
2025-04-09,WH-01,Warehouse WH-01,A2-04,CL-7781,CL,165,164,88,165,65,0,203
2025-04-25,WH-03,Warehouse WH-03,A2-03,BR-2208,BR,156,67,170,148,33,1,351
2024-06-30,WH-01,Warehouse WH-01,A4-04,AX-4312,AX,82,57,193,148,11,0,213
2024-08-01,WH-01,Warehouse WH-01,A5-04,BR-2208,BR,359,274,127,274,72,1,238
2025-03-18,WH-02,Warehouse WH-02,A4-02,ZX-9910,ZX,166,69,190,143,68,1,221
2025-01-31,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,534,474,106,135,45,0,210
2024-09-28,WH-03,Warehouse WH-03,A1-05,BR-2208,BR,546,477,186,293,56,0,152
2025-01-21,WH-02,Warehouse WH-02,A2-05,MN-5544,MN,462,425,163,295,9,0,178
2025-05-25,WH-03,Warehouse WH-03,A3-01,AX-4312,AX,324,277,118,124,84,0,242
2024-03-23,WH-03,Warehouse WH-03,A4-05,ZX-9910,ZX,315,289,172,254,60,1,67
2024-04-10,WH-02,Warehouse WH-02,A3-04,ZX-9910,ZX,68,14,156,263,12,0,283
2025-05-30,WH-03,Warehouse WH-03,A4-04,MN-5544,MN,416,338,164,227,81,0,308
2024-04-09,WH-01,Warehouse WH-01,A5-04,CL-7781,CL,292,278,163,202,65,1,3
2024-12-05,WH-03,Warehouse WH-03,A1-01,MN-5544,MN,455,451,88,248,30,0,148
2024-08-12,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,282,194,189,182,75,0,31
2024-09-10,WH-01,Warehouse WH-01,A2-02,BR-2208,BR,206,145,86,284,71,1,136
2025-06-19,WH-01,Warehouse WH-01,A4-03,BR-2208,BR,283,202,174,136,87,0,244
2025-04-27,WH-01,Warehouse WH-01,A4-03,MN-5544,MN,94,89,91,206,61,0,104
2026-01-19,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,419,385,146,225,79,0,319
2024-07-01,WH-01,Warehouse WH-01,A5-04,ZX-9910,ZX,82,43,161,150,37,0,133
2025-02-22,WH-01,Warehouse WH-01,A2-02,BR-2208,BR,114,34,162,251,26,1,294
2025-04-03,WH-03,Warehouse WH-03,A5-05,AX-4312,AX,365,312,98,145,52,0,118
2024-11-20,WH-01,Warehouse WH-01,A4-03,ZX-9910,ZX,572,506,195,269,17,0,111
2025-08-12,WH-01,Warehouse WH-01,A4-03,ZX-9910,ZX,48,0,140,259,13,1,11
2025-01-20,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,447,417,90,241,43,0,36
2024-10-21,WH-03,Warehouse WH-03,A5-04,CL-7781,CL,572,537,157,168,27,1,186
2025-03-11,WH-03,Warehouse WH-03,A3-01,CL-7781,CL,220,215,123,294,23,0,354
2025-02-12,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,508,433,175,145,7,1,33
2025-10-16,WH-03,Warehouse WH-03,A4-04,ZX-9910,ZX,81,0,99,214,69,1,170
2025-09-21,WH-03,Warehouse WH-03,A4-01,MN-5544,MN,6,0,165,297,34,0,120
2024-08-11,WH-03,Warehouse WH-03,A5-01,MN-5544,MN,137,112,111,243,42,0,12
2024-03-26,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,167,81,157,153,81,1,8
2025-04-14,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,226,180,160,145,57,0,238
2025-03-24,WH-01,Warehouse WH-01,A2-04,ZX-9910,ZX,471,383,178,145,59,1,118
2024-05-19,WH-03,Warehouse WH-03,A2-05,BR-2208,BR,115,69,181,243,35,1,178
2024-08-18,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,279,250,163,173,67,1,251
2025-09-14,WH-02,Warehouse WH-02,A3-04,CL-7781,CL,519,470,126,165,80,0,189
2025-01-02,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,88,10,130,255,34,0,113
2025-10-18,WH-01,Warehouse WH-01,A5-01,AX-4312,AX,171,89,122,245,50,0,174
2025-01-27,WH-01,Warehouse WH-01,A2-03,ZX-9910,ZX,331,253,166,223,2,1,23
2024-04-07,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,251,193,148,153,74,0,55
2025-01-19,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,105,102,147,189,89,0,47
2024-09-04,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,116,77,163,274,7,0,151
2024-04-09,WH-02,Warehouse WH-02,A5-03,CL-7781,CL,211,148,192,217,29,0,172
2025-07-02,WH-03,Warehouse WH-03,A1-03,AX-4312,AX,370,302,106,259,17,0,290
2025-04-25,WH-02,Warehouse WH-02,A3-02,ZX-9910,ZX,255,162,115,253,32,0,266
2025-09-18,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,540,530,171,175,85,1,249
2024-03-27,WH-01,Warehouse WH-01,A3-01,BR-2208,BR,307,247,96,149,72,0,198
2025-06-18,WH-01,Warehouse WH-01,A1-05,BR-2208,BR,79,79,88,190,64,0,152
2025-01-03,WH-03,Warehouse WH-03,A5-02,CL-7781,CL,132,82,117,276,46,1,121
2024-10-11,WH-03,Warehouse WH-03,A3-02,ZX-9910,ZX,173,99,147,257,4,1,330
2024-10-28,WH-03,Warehouse WH-03,A4-05,BR-2208,BR,237,220,155,298,23,1,153
2024-12-01,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,315,279,147,196,18,1,285
2025-01-20,WH-02,Warehouse WH-02,A2-05,ZX-9910,ZX,285,194,86,288,74,0,27
2025-07-03,WH-01,Warehouse WH-01,A4-05,MN-5544,MN,483,441,130,212,71,0,109
2026-01-11,WH-01,Warehouse WH-01,A4-03,ZX-9910,ZX,214,152,193,272,13,0,158
2024-12-21,WH-03,Warehouse WH-03,A5-02,CL-7781,CL,473,462,144,137,85,0,62
2024-06-25,WH-03,Warehouse WH-03,A3-05,CL-7781,CL,535,476,96,225,60,0,180
2025-11-07,WH-03,Warehouse WH-03,A1-05,AX-4312,AX,231,140,94,196,28,0,81
2024-11-30,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,567,483,173,246,75,1,292
2024-10-20,WH-01,Warehouse WH-01,A5-04,ZX-9910,ZX,127,72,168,139,55,1,251
2024-06-14,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,59,25,153,248,78,0,197
2025-12-10,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,491,454,199,143,4,0,197
2025-10-19,WH-02,Warehouse WH-02,A2-02,AX-4312,AX,106,94,183,268,32,1,95
2025-11-06,WH-01,Warehouse WH-01,A2-02,MN-5544,MN,206,150,127,277,71,1,154
2024-07-23,WH-02,Warehouse WH-02,A5-05,MN-5544,MN,99,10,187,249,43,0,43
2025-05-06,WH-01,Warehouse WH-01,A1-01,CL-7781,CL,574,502,137,236,48,0,76
2024-06-20,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,348,333,162,296,60,0,117
2024-03-26,WH-01,Warehouse WH-01,A4-05,CL-7781,CL,382,292,161,178,64,0,141
2024-05-29,WH-03,Warehouse WH-03,A2-01,AX-4312,AX,409,340,82,131,41,0,207
2025-01-02,WH-01,Warehouse WH-01,A3-02,BR-2208,BR,64,2,129,294,8,0,11
2024-04-16,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,410,316,106,234,87,1,197
2025-07-14,WH-01,Warehouse WH-01,A4-02,ZX-9910,ZX,349,252,126,138,57,0,16
2025-06-06,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,556,530,140,273,29,0,359
2024-08-10,WH-01,Warehouse WH-01,A5-04,AX-4312,AX,382,339,188,276,2,1,265
2025-11-12,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,270,187,191,177,2,0,247
2025-10-15,WH-02,Warehouse WH-02,A3-03,BR-2208,BR,566,514,173,191,40,0,295
2026-01-07,WH-02,Warehouse WH-02,A3-05,ZX-9910,ZX,170,158,183,224,37,0,321
2025-05-03,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,21,0,124,255,67,1,353
2025-12-17,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,370,324,100,279,45,1,297
2026-02-06,WH-01,Warehouse WH-01,A1-02,MN-5544,MN,351,300,167,258,85,1,27
2025-04-27,WH-03,Warehouse WH-03,A1-01,MN-5544,MN,448,395,108,268,29,0,189
2025-06-25,WH-01,Warehouse WH-01,A3-04,MN-5544,MN,198,104,170,124,15,0,5
2025-12-23,WH-01,Warehouse WH-01,A4-05,CL-7781,CL,229,149,193,123,56,0,247
2024-06-24,WH-01,Warehouse WH-01,A1-03,AX-4312,AX,33,0,148,269,14,1,136
2024-06-09,WH-03,Warehouse WH-03,A5-05,AX-4312,AX,127,61,125,276,12,0,244
2025-08-30,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,563,506,184,121,1,0,55
2024-04-02,WH-02,Warehouse WH-02,A4-03,AX-4312,AX,494,403,183,218,34,1,324
2026-01-18,WH-02,Warehouse WH-02,A4-01,AX-4312,AX,337,326,129,140,10,0,104
2024-04-28,WH-02,Warehouse WH-02,A5-04,MN-5544,MN,344,264,194,133,40,1,338
2025-01-08,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,541,469,93,299,17,1,110
2025-07-14,WH-02,Warehouse WH-02,A3-02,CL-7781,CL,405,353,111,195,55,0,256
2024-03-25,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,533,496,129,222,66,0,264
2024-06-22,WH-01,Warehouse WH-01,A1-05,BR-2208,BR,232,193,184,124,45,1,164
2024-06-04,WH-01,Warehouse WH-01,A1-03,AX-4312,AX,435,357,99,283,66,1,260
2024-07-09,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,87,33,138,289,2,1,2
2025-09-02,WH-02,Warehouse WH-02,A3-05,CL-7781,CL,433,433,92,189,22,0,187
2026-01-25,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,341,272,195,122,70,0,227
2024-07-13,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,176,127,180,154,23,1,135
2024-09-15,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,9,0,134,138,23,0,64
2024-03-30,WH-02,Warehouse WH-02,A3-05,BR-2208,BR,449,358,175,216,9,0,157
2024-07-28,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,206,189,161,148,83,0,133
2024-12-21,WH-01,Warehouse WH-01,A1-04,ZX-9910,ZX,104,36,135,237,52,0,90
2025-06-16,WH-03,Warehouse WH-03,A2-01,MN-5544,MN,599,517,99,226,73,0,348
2025-08-29,WH-01,Warehouse WH-01,A4-05,MN-5544,MN,271,197,177,272,57,0,235
2025-03-08,WH-01,Warehouse WH-01,A2-01,AX-4312,AX,136,126,180,224,65,0,282
2024-07-31,WH-03,Warehouse WH-03,A3-01,CL-7781,CL,201,183,95,175,68,1,30
2025-04-08,WH-02,Warehouse WH-02,A5-03,MN-5544,MN,518,507,103,226,22,0,30
2024-05-19,WH-03,Warehouse WH-03,A5-05,AX-4312,AX,409,361,148,161,6,0,290
2024-10-03,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,121,53,89,147,3,0,194
2024-04-05,WH-02,Warehouse WH-02,A3-02,BR-2208,BR,34,0,193,181,52,1,47
2024-05-30,WH-03,Warehouse WH-03,A5-01,BR-2208,BR,437,410,180,142,87,0,359
2024-12-26,WH-03,Warehouse WH-03,A2-04,CL-7781,CL,1,0,95,298,67,1,221
2025-05-23,WH-01,Warehouse WH-01,A3-02,AX-4312,AX,565,546,179,152,86,1,248
2025-10-09,WH-02,Warehouse WH-02,A4-04,MN-5544,MN,407,355,143,177,37,1,12
2025-11-24,WH-02,Warehouse WH-02,A2-01,AX-4312,AX,83,80,173,278,86,0,38
2025-09-03,WH-01,Warehouse WH-01,A2-03,AX-4312,AX,420,329,154,133,75,1,329
2024-08-23,WH-03,Warehouse WH-03,A5-03,MN-5544,MN,151,142,117,290,37,1,32
2024-08-18,WH-02,Warehouse WH-02,A2-01,ZX-9910,ZX,211,198,181,251,24,1,10
2025-02-14,WH-03,Warehouse WH-03,A5-01,MN-5544,MN,373,358,118,215,18,0,7
2025-02-27,WH-02,Warehouse WH-02,A3-04,AX-4312,AX,244,198,194,230,82,0,129
2024-10-02,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,454,381,187,178,72,1,160
2024-05-11,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,86,70,157,136,89,0,311
2025-07-06,WH-03,Warehouse WH-03,A3-04,CL-7781,CL,5,0,128,203,26,1,72
2025-01-30,WH-02,Warehouse WH-02,A4-01,ZX-9910,ZX,111,68,138,148,17,1,168
2025-03-26,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,318,237,154,292,76,0,346
2024-08-26,WH-02,Warehouse WH-02,A4-04,AX-4312,AX,248,246,82,285,73,0,296
2025-06-09,WH-01,Warehouse WH-01,A1-01,BR-2208,BR,67,14,199,139,15,0,133
2024-03-29,WH-01,Warehouse WH-01,A3-02,ZX-9910,ZX,294,255,86,215,33,1,293
2026-01-20,WH-03,Warehouse WH-03,A2-01,BR-2208,BR,31,0,142,155,49,0,108
2024-06-25,WH-01,Warehouse WH-01,A1-05,CL-7781,CL,95,30,88,221,18,1,99
2025-10-11,WH-01,Warehouse WH-01,A5-03,ZX-9910,ZX,270,264,92,225,36,1,169
2025-01-19,WH-03,Warehouse WH-03,A3-05,CL-7781,CL,20,0,153,202,17,0,36
2024-10-19,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,494,437,185,139,52,1,23
2025-06-01,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,243,239,111,165,17,0,283
2025-09-26,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,534,448,192,240,34,0,150
2024-04-04,WH-02,Warehouse WH-02,A1-02,BR-2208,BR,576,545,141,147,82,0,182
2025-04-28,WH-03,Warehouse WH-03,A1-01,BR-2208,BR,525,432,134,177,44,1,14
2024-12-18,WH-03,Warehouse WH-03,A3-03,BR-2208,BR,299,259,152,121,82,0,90
2025-07-14,WH-03,Warehouse WH-03,A1-05,CL-7781,CL,342,331,157,246,77,0,47
2026-01-02,WH-02,Warehouse WH-02,A2-03,ZX-9910,ZX,162,144,158,234,8,0,269
2024-03-04,WH-03,Warehouse WH-03,A5-03,ZX-9910,ZX,542,513,121,249,11,0,157
2024-05-21,WH-01,Warehouse WH-01,A5-04,BR-2208,BR,21,3,152,288,38,0,330
2025-07-13,WH-02,Warehouse WH-02,A4-04,AX-4312,AX,21,0,87,166,6,0,212
2025-01-14,WH-03,Warehouse WH-03,A3-05,AX-4312,AX,464,429,87,207,46,1,320
2024-08-31,WH-03,Warehouse WH-03,A4-01,CL-7781,CL,60,0,129,165,88,0,95
2026-02-15,WH-03,Warehouse WH-03,A2-05,AX-4312,AX,258,229,97,154,19,1,35
2026-02-24,WH-03,Warehouse WH-03,A4-04,ZX-9910,ZX,587,516,136,220,49,1,213
2025-05-31,WH-03,Warehouse WH-03,A2-05,MN-5544,MN,360,332,174,223,71,1,226
2025-02-11,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,488,395,168,197,24,0,351
2024-12-25,WH-02,Warehouse WH-02,A5-04,BR-2208,BR,511,473,171,272,83,1,290
2025-01-05,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,118,33,132,172,18,0,331
2025-04-15,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,41,31,198,256,35,1,101
2025-12-25,WH-01,Warehouse WH-01,A2-03,ZX-9910,ZX,598,502,144,203,5,0,154
2024-06-01,WH-03,Warehouse WH-03,A1-03,ZX-9910,ZX,50,13,82,132,81,0,87
2024-08-21,WH-03,Warehouse WH-03,A4-05,CL-7781,CL,258,206,134,292,66,0,340
2024-09-21,WH-03,Warehouse WH-03,A3-01,BR-2208,BR,495,452,152,231,68,1,25
2025-10-03,WH-03,Warehouse WH-03,A2-04,ZX-9910,ZX,563,514,80,158,52,1,40
2024-11-19,WH-01,Warehouse WH-01,A1-05,CL-7781,CL,571,484,197,229,84,0,276
2024-07-01,WH-01,Warehouse WH-01,A4-05,BR-2208,BR,1,0,185,128,39,0,210
2024-06-11,WH-02,Warehouse WH-02,A4-05,BR-2208,BR,57,14,122,257,48,1,214
2025-10-15,WH-02,Warehouse WH-02,A1-04,CL-7781,CL,388,319,153,226,66,0,238
2025-10-30,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,356,274,196,147,84,1,222
2024-09-26,WH-01,Warehouse WH-01,A5-03,ZX-9910,ZX,105,68,145,166,25,1,335
2025-06-26,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,578,510,197,159,50,0,168
2025-08-29,WH-02,Warehouse WH-02,A2-04,ZX-9910,ZX,164,74,148,264,62,1,237
2024-11-30,WH-02,Warehouse WH-02,A4-04,ZX-9910,ZX,75,34,110,152,43,0,230
2024-05-21,WH-02,Warehouse WH-02,A4-03,CL-7781,CL,293,253,197,287,30,0,278
2025-12-20,WH-03,Warehouse WH-03,A4-05,CL-7781,CL,229,134,134,290,61,1,32
2026-01-01,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,490,487,172,164,72,0,20
2024-12-03,WH-03,Warehouse WH-03,A5-01,AX-4312,AX,238,168,144,208,26,0,23
2024-11-18,WH-01,Warehouse WH-01,A5-02,ZX-9910,ZX,153,76,141,163,31,1,113
2025-08-08,WH-01,Warehouse WH-01,A2-03,BR-2208,BR,338,334,149,154,16,0,210
2025-01-26,WH-01,Warehouse WH-01,A4-04,CL-7781,CL,525,501,158,220,71,1,178
2025-10-07,WH-02,Warehouse WH-02,A5-01,AX-4312,AX,275,220,81,273,23,1,141
2024-07-15,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,524,508,168,146,17,1,14
2025-04-10,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,500,487,91,188,68,0,191
2025-02-26,WH-01,Warehouse WH-01,A4-02,CL-7781,CL,284,196,124,251,16,1,66
2024-11-11,WH-01,Warehouse WH-01,A2-03,ZX-9910,ZX,144,93,85,201,84,0,167
2024-04-12,WH-03,Warehouse WH-03,A4-05,CL-7781,CL,104,71,183,173,88,1,94
2024-07-29,WH-01,Warehouse WH-01,A3-04,BR-2208,BR,320,234,108,160,63,1,66
2025-02-09,WH-02,Warehouse WH-02,A5-04,CL-7781,CL,428,412,122,185,68,1,34
2026-02-23,WH-02,Warehouse WH-02,A1-01,CL-7781,CL,0,0,85,135,2,1,116
2025-04-23,WH-03,Warehouse WH-03,A2-04,MN-5544,MN,587,561,98,147,35,0,324
2024-12-22,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,240,234,116,234,25,0,250
2024-08-02,WH-03,Warehouse WH-03,A5-05,BR-2208,BR,114,74,160,181,41,1,258
2025-02-04,WH-02,Warehouse WH-02,A4-05,AX-4312,AX,87,9,127,298,55,1,211
2025-03-17,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,243,175,80,222,34,0,302
2026-01-06,WH-01,Warehouse WH-01,A2-03,MN-5544,MN,186,121,98,275,40,0,313
2025-10-27,WH-02,Warehouse WH-02,A4-02,CL-7781,CL,495,474,147,255,60,0,292
2025-02-21,WH-02,Warehouse WH-02,A4-02,CL-7781,CL,540,476,135,201,4,1,238
2025-07-13,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,199,109,129,286,35,0,44
2025-05-30,WH-02,Warehouse WH-02,A5-04,BR-2208,BR,430,391,110,200,74,0,183
2025-02-12,WH-02,Warehouse WH-02,A1-04,AX-4312,AX,15,0,198,188,42,1,41
2025-10-29,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,305,222,85,194,53,0,361
2025-12-08,WH-03,Warehouse WH-03,A2-02,ZX-9910,ZX,184,118,95,299,88,1,239
